quote_date,expiration,strike,option_type,underlying_price,bid,ask,mid,volume,open_interest,implied_volatility,moneyness,tte,delta,gamma,vega,theta,z_vol_oi,z_iv,z_spread,iv_residual,pcp_deviation,pcp_dev_pct,if_score_pct,composite_score,flag_wide_spread,flag_zscore_anomaly,flag_surface_anomaly,flag_pcp_violation,flag_greeks_anomaly,if_anomaly
2026-04-21,2026-04-21,705.0,P,706.8800048828125,0.77,0.78,0.775,180094.0,9785.0,0.10450114257812498,0.997340418642731,1,-0.30531495738089587,0.09063247714506874,0.12965922428359916,-0.6543088069724714,1.6469796921934305,-1.0044268677728085,-0.2932084713698075,-0.19780211311997614,-0.41525998502853323,-0.26877651537347436,0.8014188768796027,3,False,False,False,True,True,True
2026-04-21,2026-04-21,704.0,P,706.8800048828125,0.56,0.57,0.565,76589.0,3725.0,0.1098721826171875,0.9959257513822449,1,-0.23227532164167902,0.07510387676544263,0.1129662304538884,-0.6029699778576832,1.8476875546982854,-0.9753508347924109,-0.2547291737764999,-0.19294914231321697,-0.4301175294228643,-0.2353583004457258,0.8148775436477544,3,False,False,False,True,True,True
2026-04-21,2026-04-21,703.0,P,706.8800048828125,0.41,0.42,0.415,63627.0,6617.0,0.11548736083984376,0.9945110841217588,1,-0.17586202401410894,0.06051383156246613,0.09567261372345136,-0.5391082099818028,0.8272897102699471,-0.944953163949268,-0.20340136717612894,-0.18785336805699962,-0.31997507381730905,-0.1433258367263034,0.6995731329534545,3,False,False,False,True,True,True
2026-04-21,2027-01-15,910.0,P,706.8800048828125,288.5,293.39,290.945,1.0,0.0,0.6254691384124756,1.2873472070423904,269,-0.5536555241681752,0.0010296411605201382,2.371606277186142,-0.19565172655756244,0.02389852856355536,1.8158244277761213,-0.26188455234349006,0.5322740154270291,-114.519253340754,-0.785117851097,0.5657759875057427,3,False,False,True,True,False,True
2026-04-21,2026-06-30,825.0,P,706.8800048828125,162.67,166.04,164.355,2.0,0.0,0.6993133096313476,1.1671004899010682,70,-0.626608660313616,0.0017425503719648704,1.1677602958859092,-0.5133525867019498,0.11716174736291861,2.2155785800733763,-0.23222130624564763,0.5490325342260418,-52.541350614033576,-0.6388977045160161,0.5963298893508895,3,False,False,True,True,False,True
2026-04-21,2026-04-30,765.0,P,706.8800048828125,102.72,106.08,104.4,3.0,0.0,1.4782130581665043,1.0822204542718996,9,-0.5869554025982504,0.0023723782919682452,0.43207786190845465,-3.4897131900659426,0.21042496616228187,6.432138987763913,-0.13851200677054348,1.2560334501950887,-46.998700407145066,-0.9000564850306618,0.8118625477416525,3,False,False,True,True,False,True
2026-04-21,2026-06-18,790.0,P,706.8800048828125,127.7,131.07,129.385,1.0,0.0,0.6788057022094728,1.1175871357840532,58,-0.598493459775788,0.0020160119844338555,1.0865885263873833,-0.572824696678319,0.02389852856355536,2.1045609996027683,-0.18775647241322238,0.5107980635518488,-50.99715768241407,-0.786416699117119,0.5185185394587402,3,False,False,True,True,False,True
2026-04-21,2026-04-30,525.0,P,706.8800048828125,0.01,0.02,0.015,7.0,1126.0,0.57812921875,0.7427003117552252,9,-0.0004299713617106043,2.4080283685910165e-05,0.0017152505117895734,-0.005475565172360538,-0.06878541558488017,1.5595505859531569,4.952191651349858,0.21255299157052632,3.7038284226513554,0.03981326865353206,0.5324815220683149,3,True,False,False,True,False,True
2026-04-21,2026-04-22,711.0,C,706.8800048828125,0.92,0.93,0.925,27235.0,5912.0,0.11756253540039063,1.005828422205648,1,0.1777417969542674,0.05984652622601091,0.09631777034585118,-0.5884833115678638,0.3602013107790168,-0.9337192421159326,-0.30999673634295016,-0.23636552920755316,-0.3811147186625474,-0.12147078794956478,0.6002161663473664,3,False,False,False,True,True,True
2026-04-21,2027-06-17,280.0,C,706.8800048828125,403.0,408.0,405.5,1.0,1.0,1.0000000000000003e-05,0.39610683293612015,422,0.9850822517453871,0.0,0.0,-0.0623638165867239,-0.022733080836126268,-1.5700878730278152,-0.29780402602336825,-0.5557999592373165,-29.09766338249233,-0.14283690612827107,0.5049119136378735,3,False,False,True,True,False,True
